The result for hurdat2-1851-2017-050118.txt is:

|     Strom name     ||      Storm ID      ||  Distance travel   ||  Mean propagation  ||  Max propagation   ||        TRSE        ||Max hurricane surface area|
|        N/A         ||      AL041936      ||       618.78       ||       12.89        ||       16.93        ||     2016000.0      ||        N/A         |
|        N/A         ||      AL051936      ||       956.2        ||        7.59        ||       10.51        ||     27739250.0     ||        N/A         |
|        N/A         ||      AL061936      ||      2853.73       ||       15.85        ||       42.59        ||     7656750.0      ||        N/A         |
|        N/A         ||      AL071936      ||       773.57       ||        6.45        ||        9.5         ||     4205250.0      ||        N/A         |
|        N/A         ||      AL081936      ||       816.99       ||        7.17        ||       10.54        ||     24167250.0     ||        N/A         |
|        N/A         ||      AL091936      ||       820.43       ||       11.39        ||       20.48        ||     3576500.0      ||        N/A         |
|        N/A         ||      AL101936      ||      4673.99       ||       16.23        ||       41.88        ||    144431250.0     ||        N/A         |
|        N/A         ||      AL111936      ||       767.64       ||       10.66        ||       13.55        ||     10278000.0     ||        N/A         |
|        N/A         ||      AL121936      ||       304.12       ||       12.67        ||       14.08        ||      933750.0      ||        N/A         |
|        N/A         ||      AL131936      ||      4549.24       ||       10.83        ||       31.96        ||    161395500.0     ||        N/A         |
|        N/A         ||      AL141936      ||       744.02       ||        5.9         ||       11.85        ||     6168000.0      ||        N/A         |
|        N/A         ||      AL151936      ||      2232.55       ||       13.78        ||       47.01        ||     67594500.0     ||        N/A         |
|        N/A         ||      AL161936      ||       284.69       ||        5.93        ||        9.74        ||     1635750.0      ||        N/A         |
|        N/A         ||      AL171936      ||      3602.67       ||       11.12        ||       48.58        ||     25878000.0     ||        N/A         |
|        N/A         ||      AL011937      ||       1737.6       ||       15.24        ||       29.39        ||     11863000.0     ||        N/A         |
|        N/A         ||      AL021937      ||      1658.18       ||       10.24        ||       19.78        ||     12268500.0     ||        N/A         |
|        N/A         ||      AL031937      ||       2084.2       ||        9.39        ||        12.6        ||     12518000.0     ||        N/A         |
|        N/A         ||      AL041937      ||      1942.22       ||       14.07        ||       27.38        ||     47772000.0     ||        N/A         |
|        N/A         ||      AL051937      ||       901.26       ||       18.78        ||       35.76        ||     6771000.0      ||        N/A         |
|        N/A         ||      AL061937      ||      2834.03       ||       15.74        ||       30.69        ||    121930500.0     ||        N/A         |
|        N/A         ||      AL071937      ||       848.83       ||        6.74        ||       10.66        ||     8121750.0      ||        N/A         |
|        N/A         ||      AL081937      ||      3477.15       ||       17.56        ||       40.25        ||     78543750.0     ||        N/A         |
|        N/A         ||      AL091937      ||      3058.07       ||       18.88        ||       32.72        ||     15790500.0     ||        N/A         |
|        N/A         ||      AL101937      ||       623.06       ||       11.54        ||       16.69        ||     2373250.0      ||        N/A         |
|        N/A         ||      AL111937      ||       701.51       ||       11.69        ||       16.23        ||     12384750.0     ||        N/A         |
|        N/A         ||      AL011938      ||       1470.1       ||       11.67        ||       19.27        ||     20367000.0     ||        N/A         |
|        N/A         ||      AL021938      ||       622.45       ||       17.29        ||       21.77        ||     4105500.0      ||        N/A         |
|        N/A         ||      AL031938      ||      2566.03       ||       19.44        ||       30.35        ||     42252000.0     ||        N/A         |
|        N/A         ||      AL041938      ||      1637.74       ||       11.87        ||       16.23        ||     58090500.0     ||        N/A         |
|        N/A         ||      AL051938      ||      1272.48       ||       11.78        ||       13.34        ||     3092250.0      ||        N/A         |
|        N/A         ||      AL061938      ||      4802.63       ||       14.82        ||       42.09        ||    283751500.0     ||        N/A         |
|        N/A         ||      AL071938      ||      1579.19       ||        9.4         ||       15.53        ||     11843500.0     ||        N/A         |
|        N/A         ||      AL081938      ||       1201.7       ||       11.13        ||       19.61        ||     3241500.0      ||        N/A         |
|        N/A         ||      AL091938      ||       801.45       ||        9.54        ||       13.83        ||     8429250.0      ||        N/A         |
|        N/A         ||      AL011939      ||      1630.41       ||       10.45        ||       21.29        ||     13655625.0     ||        N/A         |
|        N/A         ||      AL021939      ||      2466.81       ||        8.57        ||       26.54        ||     23409000.0     ||        N/A         |
|        N/A         ||      AL031939      ||      1764.26       ||       12.78        ||        31.3        ||     10730250.0     ||        N/A         |
|        N/A         ||      AL041939      ||       933.86       ||        9.16        ||       14.87        ||     5490000.0      ||        N/A         |
|        N/A         ||      AL051939      ||      2531.95       ||       14.55        ||       43.22        ||    125987250.0     ||        N/A         |
|        N/A         ||      AL061939      ||      2000.61       ||        8.77        ||       44.53        ||     35218500.0     ||        N/A         |
|        N/A         ||      AL011940      ||      1582.06       ||        8.51        ||       19.98        ||     13833750.0     ||        N/A         |
|        N/A         ||      AL021940      ||       985.58       ||        5.66        ||        9.56        ||     35916000.0     ||        N/A         |
|        N/A         ||      AL031940      ||      1854.78       ||        8.59        ||       18.71        ||     44107000.0     ||        N/A         |
|        N/A         ||      AL041940      ||      1820.92       ||        9.2         ||       22.15        ||     57615750.0     ||        N/A         |
|        N/A         ||      AL051940      ||      3985.26       ||       13.84        ||       33.56        ||     70937250.0     ||        N/A         |
|        N/A         ||      AL061940      ||      1707.02       ||       10.54        ||       18.08        ||     7416375.0      ||        N/A         |
|        N/A         ||      AL071940      ||      2095.23       ||       13.43        ||       34.47        ||     42436500.0     ||        N/A         |
|        N/A         ||      AL081940      ||       437.11       ||        4.05        ||        8.45        ||     19653000.0     ||        N/A         |
|        N/A         ||      AL091940      ||      2333.47       ||       19.45        ||       58.47        ||     19212750.0     ||        N/A         |
|        N/A         ||      AL011941      ||       565.8        ||        4.49        ||        8.17        ||     6809250.0      ||        N/A         |
|        N/A         ||      AL021941      ||      3128.11       ||       13.72        ||       41.82        ||     70078000.0     ||        N/A         |
|        N/A         ||      AL031941      ||       1498.8       ||        8.06        ||       13.24        ||     31056750.0     ||        N/A         |
|        N/A         ||      AL041941      ||      2153.48       ||       12.82        ||        15.6        ||     63947250.0     ||        N/A         |
|        N/A         ||      AL051941      ||      3382.05       ||       14.09        ||       29.64        ||     64276250.0     ||        N/A         |
|        N/A         ||      AL061941      ||      1263.92       ||        7.52        ||       15.75        ||     5710000.0      ||        N/A         |
|        N/A         ||      AL011942      ||       878.05       ||        13.3        ||       16.77        ||     3194250.0      ||        N/A         |
|        N/A         ||      AL021942      ||      1607.69       ||       11.16        ||       34.91        ||     23934250.0     ||        N/A         |
|        N/A         ||      AL031942      ||      2045.04       ||        9.47        ||       15.13        ||     74668875.0     ||        N/A         |
|        N/A         ||      AL041942      ||      1619.94       ||        7.1         ||       18.03        ||     66672750.0     ||        N/A         |
|        N/A         ||      AL051942      ||      1900.38       ||       10.22        ||       18.41        ||     13103250.0     ||        N/A         |
|        N/A         ||      AL061942      ||      1485.56       ||        9.52        ||       23.73        ||     9475500.0      ||        N/A         |
|        N/A         ||      AL071942      ||       539.28       ||        7.49        ||       13.89        ||     4367250.0      ||        N/A         |
|        N/A         ||      AL081942      ||      1963.98       ||       15.59        ||       26.18        ||     16941750.0     ||        N/A         |
|        N/A         ||      AL091942      ||       482.64       ||        7.31        ||       13.01        ||     3820500.0      ||        N/A         |
|        N/A         ||      AL101942      ||      1300.35       ||       10.32        ||       14.67        ||     7166250.0      ||        N/A         |
|        N/A         ||      AL111942      ||      1452.02       ||        8.96        ||       14.56        ||     38572500.0     ||        N/A         |
|        N/A         ||      AL011943      ||       666.65       ||        6.54        ||       10.66        ||     25662750.0     ||        N/A         |
|        N/A         ||      AL021943      ||      1831.54       ||       12.21        ||       23.12        ||     13557750.0     ||        N/A         |
|        N/A         ||      AL031943      ||      3052.62       ||       15.42        ||       42.74        ||    154344000.0     ||        N/A         |
|        N/A         ||      AL041943      ||      1789.21       ||        8.52        ||       35.76        ||    150354000.0     ||        N/A         |
|        N/A         ||      AL051943      ||      2124.88       ||       20.83        ||       40.52        ||     7160250.0      ||        N/A         |
|        N/A         ||      AL061943      ||       568.45       ||        4.99        ||       12.51        ||     34213500.0     ||        N/A         |
|        N/A         ||      AL071943      ||      1018.06       ||       11.31        ||       15.36        ||     8423250.0      ||        N/A         |
|        N/A         ||      AL081943      ||       1968.1       ||        32.8        ||        54.8        ||     7458000.0      ||        N/A         |
|        N/A         ||      AL091943      ||      1716.45       ||       11.92        ||       34.19        ||     65364000.0     ||        N/A         |
|        N/A         ||      AL101943      ||       888.0        ||        5.92        ||        9.64        ||     7001250.0      ||        N/A         |
|        N/A         ||      AL011944      ||      2276.69       ||       14.05        ||       37.47        ||     30668250.0     ||        N/A         |
|        N/A         ||      AL021944      ||      1470.67       ||       17.51        ||       19.68        ||     9480000.0      ||        N/A         |
|        N/A         ||      AL031944      ||      1679.85       ||       14.74        ||        22.8        ||     15731750.0     ||        N/A         |
|        N/A         ||      AL041944      ||      2313.53       ||       12.44        ||       16.33        ||     95278500.0     ||        N/A         |
|        N/A         ||      AL051944      ||       885.21       ||        7.77        ||        10.4        ||     8353500.0      ||        N/A         |
|        N/A         ||      AL061944      ||       634.96       ||       10.58        ||       26.09        ||     4631125.0      ||        N/A         |
|        N/A         ||      AL071944      ||      3073.18       ||       17.66        ||       42.52        ||    146000250.0     ||        N/A         |
|        N/A         ||      AL081944      ||       762.36       ||        9.77        ||       14.63        ||     16974750.0     ||        N/A         |
|        N/A         ||      AL091944      ||      3682.77       ||       21.92        ||        39.7        ||     33984750.0     ||        N/A         |
|        N/A         ||      AL101944      ||       817.64       ||       11.36        ||       20.66        ||     4339500.0      ||        N/A         |
|        N/A         ||      AL111944      ||       446.04       ||        6.2         ||       13.34        ||     4132500.0      ||        N/A         |
|        N/A         ||      AL121944      ||      1308.76       ||       11.48        ||       31.01        ||     17684250.0     ||        N/A         |
|        N/A         ||      AL131944      ||      3822.11       ||       13.27        ||       38.26        ||    132327000.0     ||        N/A         |
|        N/A         ||      AL141944      ||       132.86       ||        2.01        ||        3.55        ||     6918000.0      ||        N/A         |
|        N/A         ||      AL011945      ||      3892.25       ||       11.58        ||       29.19        ||     46784500.0     ||        N/A         |
|        N/A         ||      AL021945      ||       417.46       ||        5.8         ||        7.81        ||     2637750.0      ||        N/A         |
|        N/A         ||      AL031945      ||       814.76       ||       12.34        ||        14.7        ||     6523500.0      ||        N/A         |
|        N/A         ||      AL041945      ||      1371.67       ||       16.33        ||       18.76        ||     9759000.0      ||        N/A         |
|        N/A         ||      AL051945      ||       768.3        ||        5.57        ||        8.45        ||     62172000.0     ||        N/A         |
|        N/A         ||      AL061945      ||       818.5        ||        9.74        ||       12.78        ||     8394000.0      ||        N/A         |
|        N/A         ||      AL071945      ||       982.0        ||       13.64        ||       21.88        ||     2074500.0      ||        N/A         |
|        N/A         ||      AL081945      ||      1278.66       ||       16.39        ||        23.2        ||     6921000.0      ||        N/A         |
|        N/A         ||      AL091945      ||      3650.83       ||       17.33        ||       41.06        || 112193166.66666667 ||        N/A         |
|        N/A         ||      AL101945      ||      1628.77       ||       12.93        ||       20.27        ||     22364250.0     ||        N/A         |
|        N/A         ||      AL111945      ||      3165.71       ||        21.1        ||       41.87        ||     27430500.0     ||        N/A         |
|        N/A         ||      AL011946      ||       478.25       ||        6.13        ||        9.56        ||     2590500.0      ||        N/A         |
|        N/A         ||      AL021946      ||      1684.29       ||       12.76        ||        19.0        ||     22190250.0     ||        N/A         |
|        N/A         ||      AL031946      ||       320.45       ||       13.35        ||       19.51        ||      949625.0      ||        N/A         |
|        N/A         ||      AL041946      ||      2887.15       ||       20.92        ||       36.48        ||     32536500.0     ||        N/A         |
|        N/A         ||      AL051946      ||       930.51       ||        8.16        ||       14.96        ||     27394500.0     ||        N/A         |
|        N/A         ||      AL061946      ||      2808.84       ||        13.0        ||       27.57        ||     28894250.0     ||        N/A         |
|        N/A         ||      AL071946      ||       773.3        ||       12.89        ||       19.95        ||     2133125.0      ||        N/A         |
|        N/A         ||      AL011947      ||       503.86       ||        9.33        ||       12.71        ||     2763000.0      ||        N/A         |
|        N/A         ||      AL021947      ||      1531.48       ||        9.12        ||       15.14        ||     37048500.0     ||        N/A         |
|        N/A         ||      AL031947      ||       1389.7       ||        6.43        ||       11.98        ||     19023750.0     ||        N/A         |
|        N/A         ||      AL041947      ||      4940.18       ||       11.91        ||        21.5        ||    244498125.0     ||        N/A         |
|        N/A         ||      AL051947      ||       319.45       ||        6.66        ||       10.53        ||     2641250.0      ||        N/A         |
|        N/A         ||      AL061947      ||      1723.27       ||       12.49        ||       32.52        ||     11616500.0     ||        N/A         |
|        N/A         ||      AL071947      ||      1054.28       ||       12.55        ||       24.31        ||     3359000.0      ||        N/A         |
|        N/A         ||      AL081947      ||       522.01       ||        7.25        ||       12.74        ||     8593500.0      ||        N/A         |
|        N/A         ||      AL091947      ||      1950.52       ||       10.16        ||       17.37        ||     48342375.0     ||        N/A         |
|        N/A         ||      AL101947      ||      2152.89       ||       17.09        ||       39.16        ||     78258000.0     ||        N/A         |
|        N/A         ||      AL011948      ||      1262.77       ||        7.79        ||       13.54        ||     8001000.0      ||        N/A         |
|        N/A         ||      AL021948      ||       546.52       ||        5.69        ||       12.17        ||     2229750.0      ||        N/A         |
|        N/A         ||      AL031948      ||       4024.2       ||        15.6        ||       34.76        ||    110588250.0     ||        N/A         |
|        N/A         ||      AL041948      ||       509.62       ||       10.62        ||       12.05        ||     3327750.0      ||        N/A         |
|        N/A         ||      AL051948      ||      1071.83       ||        8.93        ||       14.28        ||     10507750.0     ||        N/A         |
|        N/A         ||      AL061948      ||      5980.78       ||       18.81        ||       43.98        ||    130857000.0     ||        N/A         |
|        N/A         ||      AL071948      ||       996.35       ||       12.77        ||       31.88        ||     7842750.0      ||        N/A         |
|        N/A         ||      AL081948      ||      2968.54       ||       15.96        ||       44.43        ||    131708500.0     ||        N/A         |
|        N/A         ||      AL091948      ||      4524.91       ||        14.5        ||       47.96        ||     93539875.0     ||        N/A         |
|        N/A         ||      AL101948      ||       994.69       ||       16.58        ||       22.84        ||     11415750.0     ||        N/A         |
|        N/A         ||      AL011949      ||      4471.53       ||        20.7        ||       51.34        ||     79778250.0     ||        N/A         |
|        N/A         ||      AL021949      ||      4826.26       ||       21.17        ||       59.53        ||     75153750.0     ||        N/A         |
|        N/A         ||      AL031949      ||       747.82       ||        9.59        ||       12.66        ||     4004250.0      ||        N/A         |
|        N/A         ||      AL041949      ||      2820.52       ||       13.83        ||       46.37        ||    129817500.0     ||        N/A         |
|        N/A         ||      AL051949      ||       703.79       ||       11.73        ||       15.85        ||     4125750.0      ||        N/A         |
|        N/A         ||      AL061949      ||      2695.35       ||        9.77        ||       28.28        ||     30171750.0     ||        N/A         |
|        N/A         ||      AL071949      ||       596.38       ||        8.28        ||       11.28        ||     3002500.0      ||        N/A         |
|        N/A         ||      AL081949      ||       873.24       ||        9.7         ||       12.49        ||     7313250.0      ||        N/A         |
|        N/A         ||      AL091949      ||       752.04       ||        5.01        ||       12.51        ||     31048750.0     ||        N/A         |
|        N/A         ||      AL101949      ||       622.62       ||       11.53        ||       14.29        ||     11630250.0     ||        N/A         |
|        N/A         ||      AL111949      ||      2052.01       ||        8.77        ||       24.34        ||     37176000.0     ||        N/A         |
|        N/A         ||      AL121949      ||      1398.12       ||       11.65        ||       22.17        ||     9960750.0      ||        N/A         |
|        N/A         ||      AL131949      ||      2455.97       ||       12.04        ||       42.78        ||     41385000.0     ||        N/A         |
|        N/A         ||      AL141949      ||      1259.16       ||       13.12        ||       19.89        ||     7539000.0      ||        N/A         |
|        N/A         ||      AL151949      ||      2398.69       ||       22.21        ||       54.95        ||     6303000.0      ||        N/A         |
|        N/A         ||      AL161949      ||       271.13       ||        6.46        ||        7.55        ||     3555500.0      ||        N/A         |
|        ABLE        ||      AL011950      ||      4040.66       ||       13.74        ||       35.73        ||    142151000.0     ||        N/A         |
|       BAKER        ||      AL021950      ||      2992.81       ||        8.75        ||       30.38        ||     67092000.0     ||        N/A         |
|      CHARLIE       ||      AL031950      ||      3813.11       ||       10.59        ||       48.33        ||    117114750.0     ||        N/A         |
|        DOG         ||      AL041950      ||      5212.01       ||        11.9        ||       39.22        ||    329758500.0     ||        N/A         |
|        EASY        ||      AL051950      ||      1406.49       ||        6.89        ||       18.78        ||     67173625.0     ||        N/A         |
|        FOX         ||      AL061950      ||      2874.92       ||       12.95        ||       48.28        ||    154362750.0     ||        N/A         |
|       GEORGE       ||      AL071950      ||      3991.54       ||       16.23        ||       47.64        ||     79141500.0     ||        N/A         |
|        HOW         ||      AL081950      ||       614.62       ||        7.32        ||       13.59        ||     4008000.0      ||        N/A         |
|        ITEM        ||      AL091950      ||       461.61       ||        5.5         ||        8.91        ||     27147000.0     ||        N/A         |
|        JIG         ||      AL101950      ||      2419.86       ||       15.51        ||       31.12        ||     63415500.0     ||        N/A         |
|        KING        ||      AL111950      ||      1362.75       ||        8.11        ||       16.03        ||     47732750.0     ||        N/A         |
|        N/A         ||      AL121950      ||      2072.66       ||       11.51        ||       20.57        ||     20025000.0     ||        N/A         |
|        LOVE        ||      AL131950      ||       975.56       ||        8.56        ||       17.55        ||     22023750.0     ||        N/A         |
|        MIKE        ||      AL141950      ||       676.3        ||        8.67        ||       14.88        ||     2921250.0      ||        N/A         |
|        N/A         ||      AL151950      ||       473.09       ||        8.76        ||       12.61        ||     3151500.0      ||        N/A         |
|        N/A         ||      AL161950      ||       495.48       ||        9.18        ||       15.09        ||     6100500.0      ||        N/A         |
|        N/A         ||      AL011951      ||       3060.6       ||       12.75        ||       31.45        ||     28002000.0     ||        N/A         |
|        ABLE        ||      AL021951      ||      2144.41       ||       10.21        ||       25.75        ||     70170750.0     ||        N/A         |
|       BAKER        ||      AL031951      ||      1380.24       ||       16.43        ||       20.98        ||     8096250.0      ||        N/A         |
|      CHARLIE       ||      AL041951      ||      3277.28       ||       11.62        ||       20.47        ||    106798625.0     ||        N/A         |
|        DOG         ||      AL051951      ||      3157.61       ||       14.22        ||       19.49        ||     28677000.0     ||        N/A         |
|        EASY        ||      AL061951      ||       5015.0       ||       15.48        ||       40.04        ||    209478750.0     ||        N/A         |
|        FOX         ||      AL071951      ||      4958.24       ||       24.31        ||       56.47        ||    102991500.0     ||        N/A         |
|       GEORGE       ||      AL081951      ||       352.95       ||        6.54        ||       11.13        ||     4830000.0      ||        N/A         |
|        HOW         ||      AL091951      ||      6090.52       ||        19.9        ||       47.67        ||     87995500.0     ||        N/A         |
|        ITEM        ||      AL101951      ||       537.24       ||        4.07        ||        8.47        ||     10037250.0     ||        N/A         |
|        JIG         ||      AL111951      ||       877.29       ||        7.7         ||       13.98        ||     21762750.0     ||        N/A         |
|        N/A         ||      AL121951      ||      2192.55       ||       10.44        ||       27.27        ||     41532000.0     ||        N/A         |
|        N/A         ||      AL011952      ||      1997.33       ||       27.74        ||       35.18        ||     10115250.0     ||        N/A         |
|        ABLE        ||      AL021952      ||      5174.13       ||       13.47        ||       23.78        ||     38415750.0     ||        N/A         |
|        N/A         ||      AL031952      ||       397.21       ||       16.55        ||        20.8        ||     1222125.0      ||        N/A         |
|       BAKER        ||      AL041952      ||      3470.85       ||       14.83        ||       41.44        ||     89865750.0     ||        N/A         |
|        N/A         ||      AL051952      ||      1913.59       ||       12.27        ||       28.83        ||     7683000.0      ||        N/A         |
|      CHARLIE       ||      AL061952      ||      2327.29       ||       13.85        ||       28.46        ||     74985000.0     ||        N/A         |
|        DOG         ||      AL071952      ||       878.47       ||        5.86        ||        8.44        ||     13329000.0     ||        N/A         |
|        N/A         ||      AL081952      ||       883.5        ||        7.36        ||       11.91        ||     4236000.0      ||        N/A         |
|        EASY        ||      AL091952      ||       557.99       ||        4.65        ||       11.38        ||     22659750.0     ||        N/A         |
|        FOX         ||      AL101952      ||       1637.8       ||        8.53        ||       17.91        ||     92524000.0     ||        N/A         |
|        N/A         ||      AL111952      ||      1331.33       ||        9.25        ||       16.44        ||     12033750.0     ||        N/A         |
|       ALICE        ||      AL011953      ||      1809.55       ||        6.03        ||       13.94        ||     22434125.0     ||        N/A         |
|        N/A         ||      AL021953      ||      1177.24       ||       11.54        ||       22.32        ||     6101250.0      ||        N/A         |
|      BARBARA       ||      AL031953      ||      2227.51       ||       16.88        ||       38.77        ||     33299250.0     ||        N/A         |
|       CAROL        ||      AL041953      ||      5219.32       ||       17.75        ||       35.41        ||    225184250.0     ||        N/A         |
|        N/A         ||      AL051953      ||       609.12       ||        8.46        ||       15.54        ||     2447250.0      ||        N/A         |
|       DOLLY        ||      AL061953      ||      3191.98       ||       16.12        ||       32.53        ||     29169750.0     ||        N/A         |
|        EDNA        ||      AL071953      ||      4004.12       ||       24.72        ||       45.79        ||     80889000.0     ||        N/A         |
|        N/A         ||      AL081953      ||       871.54       ||        6.92        ||       14.14        ||     6169500.0      ||        N/A         |
|      FLORENCE      ||      AL091953      ||      1436.65       ||       14.08        ||       19.42        ||     35742750.0     ||        N/A         |
|        GAIL        ||      AL101953      ||      2620.24       ||       10.92        ||       17.14        ||     51426750.0     ||        N/A         |
|        N/A         ||      AL111953      ||      2488.06       ||       23.04        ||       56.65        ||     10112250.0     ||        N/A         |
|       HAZEL        ||      AL121953      ||      3732.75       ||       16.81        ||       41.46        ||     42613000.0     ||        N/A         |
|        N/A         ||      AL131953      ||       751.6        ||        8.95        ||       13.24        ||     4785750.0      ||        N/A         |
|        N/A         ||      AL141953      ||       591.53       ||       12.32        ||       14.08        ||     4683750.0      ||        N/A         |
|        N/A         ||      AL011954      ||      1867.89       ||       23.95        ||       48.87        ||     4683750.0      ||        N/A         |
|        N/A         ||      AL021954      ||       1742.4       ||       10.37        ||        29.1        ||     14294250.0     ||        N/A         |
|       ALICE        ||      AL031954      ||       746.69       ||       11.31        ||       13.93        ||     15689750.0     ||        N/A         |
|        N/A         ||      AL041954      ||       709.34       ||        8.44        ||       11.63        ||     6135000.0      ||        N/A         |
|      BARBARA       ||      AL051954      ||       423.99       ||        5.89        ||       10.67        ||     4698750.0      ||        N/A         |
|       CAROL        ||      AL061954      ||      1617.86       ||        9.99        ||       44.18        ||     72663750.0     ||        N/A         |
|       DOLLY        ||      AL071954      ||      3071.29       ||       30.11        ||       38.54        ||     19635750.0     ||        N/A         |
|        EDNA        ||      AL081954      ||      3109.23       ||       13.92        ||       56.66        ||    122608625.0     ||        N/A         |
|        N/A         ||      AL091954      ||      1002.56       ||       23.87        ||        38.8        ||     2085750.0      ||        N/A         |
|      FLORENCE      ||      AL101954      ||       250.33       ||        4.64        ||       11.27        ||     5352750.0      ||        N/A         |
|        N/A         ||      AL111954      ||       362.52       ||        6.04        ||        9.26        ||     2503500.0      ||        N/A         |
|       GILDA        ||      AL121954      ||      1392.99       ||       10.55        ||        17.7        ||     11937000.0     ||        N/A         |
|        N/A         ||      AL131954      ||      2882.41       ||       10.22        ||       54.71        ||     64489500.0     ||        N/A         |
|       HAZEL        ||      AL141954      ||      3807.86       ||       12.18        ||       59.99        || 203457145.83333334 ||        N/A         |
|        N/A         ||      AL151954      ||       785.61       ||        6.55        ||        9.23        ||     3743250.0      ||        N/A         |
|       ALICE        ||      AL161954      ||      1083.29       ||        6.69        ||       13.28        ||     32116125.0     ||        N/A         |
|       BRENDA       ||      AL011955      ||       523.67       ||        7.27        ||       13.06        ||     6895500.0      ||        N/A         |
|       CONNIE       ||      AL021955      ||      3396.92       ||       12.05        ||       20.66        ||    173154000.0     ||        N/A         |
|       DIANE        ||      AL031955      ||       5866.9       ||       14.82        ||       46.35        ||     77460750.0     ||        N/A         |
|       EDITH        ||      AL041955      ||      3624.51       ||       10.24        ||       22.48        ||     52767000.0     ||        N/A         |
|        N/A         ||      AL051955      ||       752.95       ||       10.46        ||       16.94        ||     3333750.0      ||        N/A         |
|       FLORA        ||      AL061955      ||       3112.0       ||       17.29        ||        51.9        ||     75159000.0     ||        N/A         |
|       GLADYS       ||      AL071955      ||       487.64       ||        6.77        ||        9.76        ||     7119750.0      ||        N/A         |
|        IONE        ||      AL081955      ||      6400.21       ||       15.92        ||       48.51        ||    135966000.0     ||        N/A         |
|       HILDA        ||      AL091955      ||      1937.59       ||        9.79        ||       17.15        ||     93310625.0     ||        N/A         |
|       JANET        ||      AL101955      ||      2836.68       ||       13.13        ||        26.0        ||    169866375.0     ||        N/A         |
|        N/A         ||      AL111955      ||      2632.08       ||       20.89        ||       48.37        ||     5856750.0      ||        N/A         |
|        N/A         ||      AL121955      ||       952.53       ||        9.34        ||       29.05        ||     13043250.0     ||        N/A         |
|       KATIE        ||      AL131955      ||      1523.52       ||       14.11        ||       30.81        ||     21537000.0     ||        N/A         |
|        N/A         ||      AL011956      ||       972.57       ||       12.47        ||        24.2        ||     3692250.0      ||        N/A         |
|        ANNA        ||      AL021956      ||       399.65       ||        9.52        ||       12.29        ||     7450875.0      ||        N/A         |
|       BETSY        ||      AL031956      ||      4559.74       ||       15.51        ||        27.0        ||    155836500.0     ||        N/A         |
|       CARLA        ||      AL041956      ||       4502.9       ||       20.28        ||       56.24        ||     26722500.0     ||        N/A         |
|        DORA        ||      AL051956      ||       400.59       ||        6.07        ||        9.84        ||     5266500.0      ||        N/A         |
|       ETHEL        ||      AL061956      ||       421.5        ||        7.02        ||       12.09        ||     3620250.0      ||        N/A         |
|       FLOSSY       ||      AL071956      ||      3510.64       ||        11.7        ||       26.81        ||     34771500.0     ||        N/A         |
|       GRETA        ||      AL081956      ||      2634.42       ||       15.14        ||       43.67        ||     51633000.0     ||        N/A         |
|        N/A         ||      AL091956      ||       802.96       ||       10.29        ||       18.83        ||     3248250.0      ||        N/A         |
|        N/A         ||      AL101956      ||       520.36       ||        7.88        ||       12.91        ||     2543250.0      ||        N/A         |
|        N/A         ||      AL111956      ||      1316.23       ||       12.19        ||       32.02        ||     12652875.0     ||        N/A         |
|        N/A         ||      AL121956      ||       265.98       ||        4.43        ||        8.27        ||     3015750.0      ||        N/A         |
|        N/A         ||      AL011957      ||      2033.03       ||       11.25        ||       24.48        || 17868208.333333336 ||        N/A         |
|       AUDREY       ||      AL021957      ||      1403.63       ||       12.92        ||       50.29        || 40863833.333333336 ||        N/A         |
|       BERTHA       ||      AL031957      ||       598.89       ||        7.68        ||       10.56        ||     6741000.0      ||        N/A         |
|       CARRIE       ||      AL041957      ||      6263.34       ||       11.11        ||       32.47        ||    313252500.0     ||        N/A         |
|       DEBBIE       ||      AL051957      ||       632.99       ||       13.19        ||        16.1        ||     1799250.0      ||        N/A         |
|       ESTHER       ||      AL061957      ||       783.75       ||        9.33        ||       16.21        ||     6051000.0      ||        N/A         |
|       FRIEDA       ||      AL071957      ||      2296.14       ||       13.67        ||       23.05        ||     25270500.0     ||        N/A         |
|        N/A         ||      AL081957      ||      1910.63       ||       16.76        ||       28.06        ||     9499500.0      ||        N/A         |
|        ALMA        ||      AL011958      ||       595.54       ||       12.41        ||       15.47        ||     4131500.0      ||        N/A         |
|       BECKY        ||      AL021958      ||      4288.35       ||       19.85        ||       40.95        ||     17844000.0     ||        N/A         |
|        CLEO        ||      AL031958      ||      5135.38       ||       18.61        ||       31.46        ||    153945000.0     ||        N/A         |
|       DAISY        ||      AL041958      ||      2108.33       ||       12.12        ||       30.12        ||     90699750.0     ||        N/A         |
|        ELLA        ||      AL051958      ||      2542.23       ||       13.67        ||       23.42        ||     37645750.0     ||        N/A         |
|        FIFI        ||      AL061958      ||      1908.04       ||       10.97        ||       20.71        ||     21144000.0     ||        N/A         |
|       GERDA        ||      AL071958      ||      2471.21       ||       13.29        ||       28.64        ||     6397000.0      ||        N/A         |
|       HELENE       ||      AL081958      ||      5385.67       ||       17.26        ||       41.18        ||    138008250.0     ||        N/A         |
|        ILSA        ||      AL091958      ||      2310.73       ||       16.05        ||       58.27        ||     59502750.0     ||        N/A         |
|       JANICE       ||      AL101958      ||      3203.55       ||        15.7        ||       37.88        ||     58923500.0     ||        N/A         |
|        N/A         ||      AL111958      ||       1510.8       ||       14.81        ||       22.62        ||     7659000.0      ||        N/A         |
